Customer ID,Age,Purchase Amount (USD),Review Rating,Previous Purchases,Age Group,Spending Tier,Rating Category,Loyalty Level,Gender,Item Purchased,Category,Location,Location Code,Size,Color,Season,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Payment Method,Frequency of Purchases
599,21,66,3.2,30,18-22,65-69,3.0-3.4,26-30,Male,Dress,Clothing,California,CA,L,Green,Winter,Yes,2-Day Shipping,Yes,Yes,Cash,Every 3 Months
600,51,26,4.2,27,48-52,25-29,4.0-4.4,26-30,Male,Boots,Footwear,Massachusetts,MA,L,Teal,Spring,Yes,Standard,Yes,Yes,Debit Card,Every 3 Months
601,22,63,5.0,25,18-22,60-64,4.5-5.0,21-25,Male,Hat,Accessories,South Carolina,SC,M,Charcoal,Spring,Yes,2-Day Shipping,Yes,Yes,Venmo,Monthly
602,32,38,4.7,5,28-32,35-39,4.5-5.0,1-5,Male,Backpack,Accessories,West Virginia,WV,M,Maroon,Summer,Yes,Store Pickup,Yes,Yes,Cash,Fortnightly
603,37,58,4.2,10,33-37,55-59,4.0-4.4,6-10,Male,Shoes,Footwear,Oregon,OR,L,Lavender,Summer,Yes,Next Day Air,Yes,Yes,Cash,Every 3 Months
604,31,46,3.4,26,28-32,45-49,3.0-3.4,26-30,Male,Handbag,Accessories,Massachusetts,MA,L,Green,Winter,Yes,2-Day Shipping,Yes,Yes,PayPal,Every 3 Months
605,44,92,4.4,11,43-47,90-94,4.0-4.4,11-15,Male,Sunglasses,Accessories,West Virginia,WV,S,Pink,Fall,Yes,Store Pickup,Yes,Yes,Credit Card,Every 3 Months
606,40,32,4.2,17,38-42,30-34,4.0-4.4,16-20,Male,Hat,Accessories,California,CA,XL,Charcoal,Winter,Yes,Standard,Yes,Yes,Bank Transfer,Weekly
607,27,90,4.5,44,23-27,90-94,4.5-5.0,41-45,Male,Scarf,Accessories,Colorado,CO,M,Blue,Spring,Yes,Standard,Yes,Yes,PayPal,Monthly
608,47,23,2.8,44,43-47,20-24,2.5-2.9,41-45,Male,Hoodie,Clothing,Indiana,IN,L,Purple,Fall,Yes,Next Day Air,Yes,Yes,Cash,Monthly
609,41,25,3.3,21,38-42,25-29,3.0-3.4,21-25,Male,Backpack,Accessories,Delaware,DE,S,Gold,Fall,Yes,Next Day Air,Yes,Yes,Venmo,Every 3 Months
610,51,54,4.6,49,48-52,50-54,4.5-5.0,46-50,Male,Sweater,Clothing,Ohio,OH,L,Purple,Fall,Yes,Next Day Air,Yes,Yes,Credit Card,Fortnightly
611,53,72,2.5,27,53-57,70-74,2.5-2.9,26-30,Male,Shorts,Clothing,Oklahoma,OK,M,Charcoal,Summer,Yes,Free Shipping,Yes,Yes,Bank Transfer,Every 3 Months
612,43,33,4.7,19,43-47,30-34,4.5-5.0,16-20,Male,Scarf,Accessories,California,CA,M,Black,Winter,Yes,Store Pickup,Yes,Yes,Cash,Monthly
613,67,43,4.6,33,63-67,40-44,4.5-5.0,31-35,Male,Hat,Accessories,New Hampshire,NH,L,Lavender,Fall,Yes,Express,Yes,Yes,Credit Card,Quarterly
614,61,51,2.6,46,58-62,50-54,2.5-2.9,46-50,Male,Coat,Outerwear,Pennsylvania,PA,L,Lavender,Fall,Yes,Standard,Yes,Yes,Cash,Bi-Weekly
615,68,85,4.0,21,68-70,85-89,4.0-4.4,21-25,Male,Jewelry,Accessories,Idaho,ID,M,Lavender,Winter,Yes,Standard,Yes,Yes,Credit Card,Bi-Weekly
616,67,100,2.6,23,63-67,95-100,2.5-2.9,21-25,Male,Sandals,Footwear,Maryland,MD,L,Olive,Summer,Yes,Next Day Air,Yes,Yes,Venmo,Annually
617,29,72,4.6,38,28-32,70-74,4.5-5.0,36-40,Male,Gloves,Accessories,Pennsylvania,PA,L,Teal,Spring,Yes,Free Shipping,Yes,Yes,Credit Card,Every 3 Months
618,50,57,2.6,2,48-52,55-59,2.5-2.9,1-5,Male,Backpack,Accessories,Colorado,CO,M,Maroon,Fall,Yes,Standard,Yes,Yes,Bank Transfer,Quarterly
619,61,94,4.0,21,58-62,90-94,4.0-4.4,21-25,Male,Jacket,Outerwear,Indiana,IN,L,Cyan,Spring,Yes,Express,Yes,Yes,Debit Card,Bi-Weekly
620,19,34,4.6,1,18-22,30-34,4.5-5.0,1-5,Male,Backpack,Accessories,Nebraska,NE,M,Charcoal,Summer,Yes,Store Pickup,Yes,Yes,Debit Card,Every 3 Months
621,33,89,3.7,10,33-37,85-89,3.5-3.9,6-10,Male,Backpack,Accessories,Rhode Island,RI,M,Black,Fall,Yes,2-Day Shipping,Yes,Yes,Venmo,Every 3 Months
622,51,27,4.4,45,48-52,25-29,4.0-4.4,41-45,Male,Sunglasses,Accessories,Kansas,KS,S,Red,Fall,Yes,Store Pickup,Yes,Yes,Credit Card,Weekly
623,69,63,4.0,44,68-70,60-64,4.0-4.4,41-45,Male,Socks,Clothing,Georgia,GA,S,Peach,Spring,Yes,Next Day Air,Yes,Yes,Bank Transfer,Fortnightly
624,19,70,4.7,48,18-22,70-74,4.5-5.0,46-50,Male,Shoes,Footwear,Nevada,NV,M,White,Fall,Yes,Standard,Yes,Yes,PayPal,Bi-Weekly
625,55,87,3.4,21,53-57,85-89,3.0-3.4,21-25,Male,Pants,Clothing,South Carolina,SC,XL,Pink,Fall,Yes,Express,Yes,Yes,PayPal,Annually
626,49,79,4.0,1,48-52,75-79,4.0-4.4,1-5,Male,Jewelry,Accessories,Delaware,DE,M,Red,Fall,Yes,Next Day Air,Yes,Yes,Venmo,Weekly
627,31,79,3.9,10,28-32,75-79,3.5-3.9,6-10,Male,Sunglasses,Accessories,New Hampshire,NH,M,Indigo,Spring,Yes,Standard,Yes,Yes,Venmo,Annually
628,42,44,4.1,24,38-42,40-44,4.0-4.4,21-25,Male,Sandals,Footwear,Oregon,OR,L,Black,Winter,Yes,Express,Yes,Yes,PayPal,Monthly
629,69,85,3.7,29,68-70,85-89,3.5-3.9,26-30,Male,Sweater,Clothing,Massachusetts,MA,M,White,Fall,Yes,2-Day Shipping,Yes,Yes,Credit Card,Monthly
630,26,90,4.7,11,23-27,90-94,4.5-5.0,11-15,Male,Shoes,Footwear,Vermont,VT,L,Beige,Spring,Yes,Standard,Yes,Yes,Debit Card,Annually
631,41,94,4.3,33,38-42,90-94,4.0-4.4,31-35,Male,Jewelry,Accessories,Mississippi,MS,S,Silver,Fall,Yes,2-Day Shipping,Yes,Yes,Debit Card,Annually
632,55,68,4.1,27,53-57,65-69,4.0-4.4,26-30,Male,Boots,Footwear,Washington,WA,S,Violet,Summer,Yes,Store Pickup,Yes,Yes,Cash,Fortnightly
633,35,51,3.9,19,33-37,50-54,3.5-3.9,16-20,Male,Backpack,Accessories,Wyoming,WY,M,Red,Winter,Yes,Next Day Air,Yes,Yes,Venmo,Fortnightly
634,66,33,2.9,50,63-67,30-34,2.5-2.9,46-50,Male,Sandals,Footwear,Minnesota,MN,M,Orange,Spring,Yes,Express,Yes,Yes,Debit Card,Quarterly
635,36,60,3.9,46,33-37,60-64,3.5-3.9,46-50,Male,Sneakers,Footwear,Ohio,OH,M,Teal,Summer,Yes,Standard,Yes,Yes,PayPal,Weekly
636,27,59,4.3,28,23-27,55-59,4.0-4.4,26-30,Male,Hoodie,Clothing,South Carolina,SC,M,Brown,Fall,Yes,2-Day Shipping,Yes,Yes,Cash,Quarterly
637,41,30,2.8,14,38-42,30-34,2.5-2.9,11-15,Male,Handbag,Accessories,Wisconsin,WI,M,Indigo,Summer,Yes,Store Pickup,Yes,Yes,Bank Transfer,Every 3 Months
638,21,20,3.4,46,18-22,20-24,3.0-3.4,46-50,Male,Sweater,Clothing,Tennessee,TN,M,Cyan,Winter,Yes,2-Day Shipping,Yes,Yes,Cash,Fortnightly
639,53,20,2.7,41,53-57,20-24,2.5-2.9,41-45,Male,Sandals,Footwear,Maryland,MD,S,Blue,Summer,Yes,Express,Yes,Yes,PayPal,Monthly
640,54,24,4.0,50,53-57,20-24,4.0-4.4,46-50,Male,Dress,Clothing,Mississippi,MS,L,Olive,Spring,Yes,2-Day Shipping,Yes,Yes,Credit Card,Annually
641,53,88,4.4,28,53-57,85-89,4.0-4.4,26-30,Male,Skirt,Clothing,Minnesota,MN,M,Gray,Summer,Yes,Store Pickup,Yes,Yes,Debit Card,Fortnightly
642,47,78,3.9,23,43-47,75-79,3.5-3.9,21-25,Male,Blouse,Clothing,Alaska,AK,M,Red,Winter,Yes,2-Day Shipping,Yes,Yes,Credit Card,Every 3 Months
643,64,25,2.8,14,63-67,25-29,2.5-2.9,11-15,Male,Skirt,Clothing,Arkansas,AR,L,Red,Spring,Yes,2-Day Shipping,Yes,Yes,Debit Card,Bi-Weekly
644,18,57,3.2,10,18-22,55-59,3.0-3.4,6-10,Male,Sweater,Clothing,Oregon,OR,XL,Green,Winter,Yes,Next Day Air,Yes,Yes,Bank Transfer,Every 3 Months
645,68,93,4.3,37,68-70,90-94,4.0-4.4,36-40,Male,Backpack,Accessories,Louisiana,LA,S,Blue,Summer,Yes,Next Day Air,Yes,Yes,Cash,Weekly
646,62,42,4.2,15,58-62,40-44,4.0-4.4,11-15,Male,Hoodie,Clothing,Oklahoma,OK,S,Purple,Summer,Yes,Express,Yes,Yes,Venmo,Bi-Weekly
647,51,54,4.9,19,48-52,50-54,4.5-5.0,16-20,Male,Boots,Footwear,Indiana,IN,XL,Pink,Spring,Yes,Standard,Yes,Yes,Venmo,Bi-Weekly
648,54,70,3.7,23,53-57,70-74,3.5-3.9,21-25,Male,Blouse,Clothing,Mississippi,MS,XL,Charcoal,Summer,Yes,Express,Yes,Yes,Credit Card,Fortnightly
649,22,31,4.1,35,18-22,30-34,4.0-4.4,31-35,Male,Hoodie,Clothing,Michigan,MI,M,Brown,Winter,Yes,Store Pickup,Yes,Yes,Credit Card,Weekly
650,53,93,4.2,33,53-57,90-94,4.0-4.4,31-35,Male,Pants,Clothing,Delaware,DE,L,Orange,Spring,Yes,Store Pickup,Yes,Yes,PayPal,Every 3 Months
651,34,40,3.9,12,33-37,40-44,3.5-3.9,11-15,Male,Gloves,Accessories,Florida,FL,M,Magenta,Spring,Yes,Next Day Air,Yes,Yes,Bank Transfer,Annually
652,32,32,2.9,41,28-32,30-34,2.5-2.9,41-45,Male,Hat,Accessories,Arkansas,AR,L,Yellow,Summer,Yes,Next Day Air,Yes,Yes,Venmo,Fortnightly
653,64,27,3.1,27,63-67,25-29,3.0-3.4,26-30,Male,Sunglasses,Accessories,Minnesota,MN,M,Beige,Winter,Yes,Free Shipping,Yes,Yes,Venmo,Weekly
654,20,68,3.6,45,18-22,65-69,3.5-3.9,41-45,Male,Scarf,Accessories,North Dakota,ND,M,Olive,Winter,Yes,2-Day Shipping,Yes,Yes,Cash,Fortnightly
655,24,59,4.4,23,23-27,55-59,4.0-4.4,21-25,Male,Handbag,Accessories,California,CA,L,Gray,Summer,Yes,2-Day Shipping,Yes,Yes,Venmo,Annually
656,20,36,3.1,19,18-22,35-39,3.0-3.4,16-20,Male,Handbag,Accessories,Mississippi,MS,S,Purple,Fall,Yes,Free Shipping,Yes,Yes,Venmo,Monthly
657,42,23,3.9,6,38-42,20-24,3.5-3.9,6-10,Male,Jeans,Clothing,Pennsylvania,PA,M,Beige,Summer,Yes,Standard,Yes,Yes,PayPal,Quarterly
658,48,80,4.3,6,48-52,80-84,4.0-4.4,6-10,Male,Jacket,Outerwear,Arizona,AZ,M,White,Winter,Yes,Free Shipping,Yes,Yes,PayPal,Quarterly
659,62,37,4.9,20,58-62,35-39,4.5-5.0,16-20,Male,Backpack,Accessories,Louisiana,LA,S,White,Fall,Yes,Store Pickup,Yes,Yes,Venmo,Weekly
660,62,52,3.6,8,58-62,50-54,3.5-3.9,6-10,Male,Shorts,Clothing,Virginia,VA,S,Gold,Spring,Yes,2-Day Shipping,Yes,Yes,Cash,Weekly
661,50,79,5.0,39,48-52,75-79,4.5-5.0,36-40,Male,Coat,Outerwear,Montana,MT,M,Olive,Fall,Yes,2-Day Shipping,Yes,Yes,Credit Card,Quarterly
662,57,68,4.1,39,53-57,65-69,4.0-4.4,36-40,Male,Shirt,Clothing,Iowa,IA,XL,Green,Fall,Yes,Store Pickup,Yes,Yes,Credit Card,Quarterly
663,24,98,2.8,39,23-27,95-100,2.5-2.9,36-40,Male,Gloves,Accessories,Illinois,IL,L,Magenta,Fall,Yes,Express,Yes,Yes,Venmo,Bi-Weekly
664,59,83,4.7,23,58-62,80-84,4.5-5.0,21-25,Male,Dress,Clothing,Alaska,AK,M,Charcoal,Fall,Yes,Express,Yes,Yes,Credit Card,Monthly
665,63,83,4.4,41,63-67,80-84,4.0-4.4,41-45,Male,Pants,Clothing,Colorado,CO,M,Indigo,Winter,Yes,Express,Yes,Yes,PayPal,Bi-Weekly
666,41,55,4.9,50,38-42,55-59,4.5-5.0,46-50,Male,Pants,Clothing,New Mexico,NM,M,Peach,Spring,Yes,2-Day Shipping,Yes,Yes,Credit Card,Annually
667,35,26,3.1,30,33-37,25-29,3.0-3.4,26-30,Male,Hoodie,Clothing,Colorado,CO,L,Turquoise,Winter,Yes,Free Shipping,Yes,Yes,Debit Card,Quarterly
668,34,76,2.6,32,33-37,75-79,2.5-2.9,31-35,Male,Sunglasses,Accessories,Arizona,AZ,S,Blue,Winter,Yes,Standard,Yes,Yes,Bank Transfer,Quarterly
669,49,85,2.9,35,48-52,85-89,2.5-2.9,31-35,Male,T-shirt,Clothing,Hawaii,HI,S,Turquoise,Fall,Yes,Express,Yes,Yes,Bank Transfer,Monthly
670,43,89,3.3,45,43-47,85-89,3.0-3.4,41-45,Male,Jacket,Outerwear,Illinois,IL,M,Gray,Spring,Yes,Free Shipping,Yes,Yes,Venmo,Bi-Weekly
671,63,41,4.8,37,63-67,40-44,4.5-5.0,36-40,Male,Sweater,Clothing,Louisiana,LA,XL,Purple,Spring,Yes,Next Day Air,Yes,Yes,Cash,Bi-Weekly
672,38,30,4.7,45,38-42,30-34,4.5-5.0,41-45,Male,Jacket,Outerwear,Iowa,IA,L,Black,Winter,Yes,Express,Yes,Yes,Cash,Weekly
673,59,53,3.3,29,58-62,50-54,3.0-3.4,26-30,Male,Socks,Clothing,Washington,WA,M,Peach,Winter,Yes,2-Day Shipping,Yes,Yes,Cash,Quarterly
674,35,66,4.2,27,33-37,65-69,4.0-4.4,26-30,Male,Shirt,Clothing,Oklahoma,OK,M,Indigo,Spring,Yes,Free Shipping,Yes,Yes,Venmo,Bi-Weekly
675,48,33,4.7,36,48-52,30-34,4.5-5.0,36-40,Male,Jewelry,Accessories,Washington,WA,XL,Beige,Winter,Yes,Store Pickup,Yes,Yes,Bank Transfer,Annually
676,64,86,2.6,9,63-67,85-89,2.5-2.9,6-10,Male,Sunglasses,Accessories,Arkansas,AR,M,Yellow,Spring,Yes,2-Day Shipping,Yes,Yes,Cash,Annually
677,28,60,2.9,38,28-32,60-64,2.5-2.9,36-40,Male,Pants,Clothing,Connecticut,CT,M,Peach,Winter,Yes,2-Day Shipping,Yes,Yes,Venmo,Bi-Weekly
678,60,62,2.7,41,58-62,60-64,2.5-2.9,41-45,Male,Socks,Clothing,Washington,WA,S,Turquoise,Summer,Yes,Express,Yes,Yes,PayPal,Annually
679,27,74,3.3,25,23-27,70-74,3.0-3.4,21-25,Male,Blouse,Clothing,Maine,ME,M,Teal,Fall,Yes,Store Pickup,Yes,Yes,Debit Card,Every 3 Months
680,56,95,3.4,37,53-57,95-100,3.0-3.4,36-40,Male,Sandals,Footwear,Michigan,MI,M,Turquoise,Fall,Yes,Express,Yes,Yes,Venmo,Fortnightly
681,58,25,4.2,3,58-62,25-29,4.0-4.4,1-5,Male,Sneakers,Footwear,Tennessee,TN,M,Magenta,Spring,Yes,Express,Yes,Yes,PayPal,Annually
682,30,59,3.8,24,28-32,55-59,3.5-3.9,21-25,Male,Shirt,Clothing,Louisiana,LA,XL,Purple,Winter,Yes,2-Day Shipping,Yes,Yes,Credit Card,Every 3 Months
683,23,29,4.0,49,23-27,25-29,4.0-4.4,46-50,Male,Jacket,Outerwear,Missouri,MO,M,Brown,Summer,Yes,Standard,Yes,Yes,Credit Card,Bi-Weekly
684,33,36,2.7,3,33-37,35-39,2.5-2.9,1-5,Male,Sandals,Footwear,Michigan,MI,S,Violet,Winter,Yes,Free Shipping,Yes,Yes,Bank Transfer,Monthly
685,63,82,4.7,42,63-67,80-84,4.5-5.0,41-45,Male,Hat,Accessories,Alabama,AL,M,Yellow,Summer,Yes,Express,Yes,Yes,Debit Card,Monthly
686,70,71,3.5,32,68-70,70-74,3.5-3.9,31-35,Male,Blouse,Clothing,Massachusetts,MA,XL,Magenta,Winter,Yes,Standard,Yes,Yes,Cash,Fortnightly
687,70,35,3.0,33,68-70,35-39,3.0-3.4,31-35,Male,Sweater,Clothing,Indiana,IN,L,Beige,Fall,Yes,2-Day Shipping,Yes,Yes,Venmo,Fortnightly
688,19,38,3.3,46,18-22,35-39,3.0-3.4,46-50,Male,Gloves,Accessories,West Virginia,WV,XL,Turquoise,Winter,Yes,Free Shipping,Yes,Yes,Bank Transfer,Quarterly
689,25,59,4.7,44,23-27,55-59,4.5-5.0,41-45,Male,Scarf,Accessories,Michigan,MI,S,Peach,Summer,Yes,Store Pickup,Yes,Yes,Venmo,Monthly
690,19,91,4.7,35,18-22,90-94,4.5-5.0,31-35,Male,Hoodie,Clothing,Pennsylvania,PA,M,Orange,Summer,Yes,Express,Yes,Yes,Credit Card,Every 3 Months
691,25,68,4.8,45,23-27,65-69,4.5-5.0,41-45,Male,Shorts,Clothing,Alaska,AK,XL,Red,Spring,Yes,Standard,Yes,Yes,Bank Transfer,Weekly
692,60,21,2.9,37,58-62,20-24,2.5-2.9,36-40,Male,Backpack,Accessories,Massachusetts,MA,L,Silver,Summer,Yes,Standard,Yes,Yes,PayPal,Bi-Weekly
693,35,95,4.0,40,33-37,95-100,4.0-4.4,36-40,Male,Sunglasses,Accessories,North Dakota,ND,M,Cyan,Spring,Yes,2-Day Shipping,Yes,Yes,Debit Card,Every 3 Months
694,46,52,3.1,30,43-47,50-54,3.0-3.4,26-30,Male,Shorts,Clothing,Vermont,VT,L,Turquoise,Spring,Yes,Free Shipping,Yes,Yes,Cash,Every 3 Months
695,41,21,3.5,38,38-42,20-24,3.5-3.9,36-40,Male,Dress,Clothing,Kentucky,KY,S,Charcoal,Fall,Yes,2-Day Shipping,Yes,Yes,Venmo,Every 3 Months
696,30,67,3.7,15,28-32,65-69,3.5-3.9,11-15,Male,Shorts,Clothing,Nevada,NV,XL,Peach,Summer,Yes,Next Day Air,Yes,Yes,Debit Card,Every 3 Months
697,44,42,2.8,49,43-47,40-44,2.5-2.9,46-50,Male,Belt,Accessories,Utah,UT,L,Green,Fall,Yes,Standard,Yes,Yes,Cash,Monthly
698,61,63,4.6,40,58-62,60-64,4.5-5.0,36-40,Male,Scarf,Accessories,North Dakota,ND,XL,Brown,Summer,Yes,Free Shipping,Yes,Yes,Debit Card,Quarterly
699,55,41,3.8,40,53-57,40-44,3.5-3.9,36-40,Male,Boots,Footwear,Iowa,IA,M,Yellow,Winter,Yes,Standard,Yes,Yes,Debit Card,Weekly
700,50,46,2.6,5,48-52,45-49,2.5-2.9,1-5,Male,Handbag,Accessories,Connecticut,CT,M,Charcoal,Fall,Yes,2-Day Shipping,Yes,Yes,PayPal,Weekly
701,57,79,4.1,5,53-57,75-79,4.0-4.4,1-5,Male,Pants,Clothing,Wisconsin,WI,L,Olive,Winter,Yes,Standard,Yes,Yes,PayPal,Monthly
702,51,90,3.3,5,48-52,90-94,3.0-3.4,1-5,Male,Boots,Footwear,Idaho,ID,L,Red,Fall,Yes,Next Day Air,Yes,Yes,Debit Card,Every 3 Months
703,18,71,3.4,1,18-22,70-74,3.0-3.4,1-5,Male,Shirt,Clothing,Montana,MT,M,White,Winter,Yes,Store Pickup,Yes,Yes,Cash,Weekly
704,63,87,3.0,21,63-67,85-89,3.0-3.4,21-25,Male,Dress,Clothing,Connecticut,CT,L,Pink,Summer,Yes,Standard,Yes,Yes,Venmo,Weekly
705,34,66,3.2,18,33-37,65-69,3.0-3.4,16-20,Male,Hoodie,Clothing,Idaho,ID,S,Black,Spring,Yes,Express,Yes,Yes,PayPal,Annually
706,25,90,4.5,49,23-27,90-94,4.5-5.0,46-50,Male,Pants,Clothing,Arkansas,AR,XL,Indigo,Summer,Yes,Free Shipping,Yes,Yes,Cash,Quarterly
707,46,47,4.8,27,43-47,45-49,4.5-5.0,26-30,Male,Jeans,Clothing,Iowa,IA,L,Turquoise,Summer,Yes,Express,Yes,Yes,Debit Card,Weekly
708,59,38,3.7,21,58-62,35-39,3.5-3.9,21-25,Male,Shirt,Clothing,Louisiana,LA,L,Purple,Spring,Yes,Next Day Air,Yes,Yes,Venmo,Annually
709,37,50,3.4,19,33-37,50-54,3.0-3.4,16-20,Male,Backpack,Accessories,Kentucky,KY,L,Beige,Summer,Yes,Store Pickup,Yes,Yes,Cash,Fortnightly
710,49,79,4.6,23,48-52,75-79,4.5-5.0,21-25,Male,Jacket,Outerwear,Massachusetts,MA,L,Charcoal,Summer,Yes,Standard,Yes,Yes,Debit Card,Monthly
711,22,91,4.1,26,18-22,90-94,4.0-4.4,26-30,Male,Scarf,Accessories,Virginia,VA,L,Turquoise,Spring,Yes,Standard,Yes,Yes,PayPal,Fortnightly
712,64,60,3.5,13,63-67,60-64,3.5-3.9,11-15,Male,Boots,Footwear,New Hampshire,NH,M,Maroon,Spring,Yes,2-Day Shipping,Yes,Yes,Bank Transfer,Bi-Weekly
713,42,81,3.8,36,38-42,80-84,3.5-3.9,36-40,Male,Blouse,Clothing,New Hampshire,NH,XL,Black,Summer,Yes,Next Day Air,Yes,Yes,Bank Transfer,Quarterly
714,37,90,2.6,39,33-37,90-94,2.5-2.9,36-40,Male,Hoodie,Clothing,Oregon,OR,M,Lavender,Summer,Yes,Express,Yes,Yes,Bank Transfer,Bi-Weekly
715,26,70,4.4,40,23-27,70-74,4.0-4.4,36-40,Male,Jacket,Outerwear,South Dakota,SD,M,Magenta,Fall,Yes,Store Pickup,Yes,Yes,Debit Card,Fortnightly
716,33,63,2.6,37,33-37,60-64,2.5-2.9,36-40,Male,Jeans,Clothing,Delaware,DE,L,Green,Spring,Yes,Express,Yes,Yes,Debit Card,Quarterly
717,30,29,3.6,9,28-32,25-29,3.5-3.9,6-10,Male,Jewelry,Accessories,Missouri,MO,M,Olive,Spring,Yes,Express,Yes,Yes,Venmo,Bi-Weekly
718,21,90,4.2,7,18-22,90-94,4.0-4.4,6-10,Male,Socks,Clothing,Alaska,AK,L,Green,Spring,Yes,Express,Yes,Yes,Venmo,Every 3 Months
719,22,22,4.6,25,18-22,20-24,4.5-5.0,21-25,Male,Shirt,Clothing,Florida,FL,M,Peach,Summer,Yes,Standard,Yes,Yes,Bank Transfer,Annually
720,63,22,3.3,42,63-67,20-24,3.0-3.4,41-45,Male,Shorts,Clothing,Mississippi,MS,L,Turquoise,Summer,Yes,Next Day Air,Yes,Yes,Venmo,Bi-Weekly
721,33,62,3.4,19,33-37,60-64,3.0-3.4,16-20,Male,Jewelry,Accessories,New Mexico,NM,L,Orange,Fall,Yes,Free Shipping,Yes,Yes,Debit Card,Weekly
722,43,57,4.4,41,43-47,55-59,4.0-4.4,41-45,Male,Blouse,Clothing,California,CA,L,Silver,Summer,Yes,Next Day Air,Yes,Yes,Debit Card,Every 3 Months
723,27,32,4.3,50,23-27,30-34,4.0-4.4,46-50,Male,Sweater,Clothing,Wyoming,WY,S,Blue,Summer,Yes,Store Pickup,Yes,Yes,Cash,Bi-Weekly
724,35,53,3.5,43,33-37,50-54,3.5-3.9,41-45,Male,Jewelry,Accessories,Missouri,MO,L,Cyan,Fall,Yes,Express,Yes,Yes,PayPal,Monthly
725,37,79,4.7,36,33-37,75-79,4.5-5.0,36-40,Male,T-shirt,Clothing,New Hampshire,NH,XL,Green,Fall,Yes,Store Pickup,Yes,Yes,Venmo,Every 3 Months
726,61,61,3.1,33,58-62,60-64,3.0-3.4,31-35,Male,Hat,Accessories,Texas,TX,L,Silver,Winter,Yes,Standard,Yes,Yes,Debit Card,Fortnightly
727,32,78,3.6,20,28-32,75-79,3.5-3.9,16-20,Male,Shorts,Clothing,North Dakota,ND,L,Yellow,Summer,Yes,Next Day Air,Yes,Yes,Bank Transfer,Every 3 Months
728,62,97,4.8,37,58-62,95-100,4.5-5.0,36-40,Male,Sweater,Clothing,Arkansas,AR,S,Gray,Winter,Yes,Next Day Air,Yes,Yes,Venmo,Every 3 Months
729,29,78,3.7,12,28-32,75-79,3.5-3.9,11-15,Male,Jeans,Clothing,Nebraska,NE,M,Pink,Winter,Yes,Next Day Air,Yes,Yes,PayPal,Every 3 Months
730,41,56,3.2,46,38-42,55-59,3.0-3.4,46-50,Male,Sunglasses,Accessories,Minnesota,MN,L,Beige,Summer,Yes,Express,Yes,Yes,PayPal,Every 3 Months
731,48,25,3.9,28,48-52,25-29,3.5-3.9,26-30,Male,Boots,Footwear,Massachusetts,MA,M,Indigo,Summer,Yes,Standard,Yes,Yes,Venmo,Fortnightly
732,43,28,3.5,30,43-47,25-29,3.5-3.9,26-30,Male,Coat,Outerwear,Arkansas,AR,M,Red,Spring,Yes,Free Shipping,Yes,Yes,PayPal,Fortnightly
733,34,57,2.8,28,33-37,55-59,2.5-2.9,26-30,Male,Shirt,Clothing,New Hampshire,NH,L,Blue,Spring,Yes,Express,Yes,Yes,Cash,Bi-Weekly
734,45,36,2.7,20,43-47,35-39,2.5-2.9,16-20,Male,Dress,Clothing,Rhode Island,RI,L,Cyan,Fall,Yes,2-Day Shipping,Yes,Yes,Debit Card,Bi-Weekly
735,65,69,3.1,39,63-67,65-69,3.0-3.4,36-40,Male,Shirt,Clothing,New Jersey,NJ,S,Violet,Winter,Yes,Express,Yes,Yes,Bank Transfer,Every 3 Months
736,61,48,3.6,48,58-62,45-49,3.5-3.9,46-50,Male,Sunglasses,Accessories,Montana,MT,M,Orange,Fall,Yes,2-Day Shipping,Yes,Yes,Cash,Bi-Weekly
737,18,58,2.9,32,18-22,55-59,2.5-2.9,31-35,Male,Dress,Clothing,Colorado,CO,L,Maroon,Spring,Yes,2-Day Shipping,Yes,Yes,Credit Card,Every 3 Months
738,47,24,3.6,28,43-47,20-24,3.5-3.9,26-30,Male,Sunglasses,Accessories,Nebraska,NE,M,Teal,Spring,Yes,Store Pickup,Yes,Yes,PayPal,Annually
739,56,31,3.5,27,53-57,30-34,3.5-3.9,26-30,Male,Sunglasses,Accessories,Minnesota,MN,L,Orange,Winter,Yes,2-Day Shipping,Yes,Yes,Venmo,Quarterly
740,64,29,3.5,26,63-67,25-29,3.5-3.9,26-30,Male,Shorts,Clothing,Minnesota,MN,S,Purple,Summer,Yes,Free Shipping,Yes,Yes,Venmo,Bi-Weekly
741,26,69,2.8,22,23-27,65-69,2.5-2.9,21-25,Male,Jeans,Clothing,South Dakota,SD,M,Orange,Summer,Yes,Next Day Air,Yes,Yes,Credit Card,Fortnightly
742,22,79,4.7,23,18-22,75-79,4.5-5.0,21-25,Male,T-shirt,Clothing,West Virginia,WV,XL,Yellow,Summer,Yes,Free Shipping,Yes,Yes,Bank Transfer,Every 3 Months
743,64,39,3.1,21,63-67,35-39,3.0-3.4,21-25,Male,Pants,Clothing,Nevada,NV,M,Charcoal,Summer,Yes,Express,Yes,Yes,Debit Card,Quarterly
744,21,84,4.9,36,18-22,80-84,4.5-5.0,36-40,Male,Sunglasses,Accessories,North Carolina,NC,L,Gray,Fall,Yes,Free Shipping,Yes,Yes,Cash,Weekly
745,67,66,4.1,42,63-67,65-69,4.0-4.4,41-45,Male,Boots,Footwear,Illinois,IL,S,Charcoal,Spring,Yes,Next Day Air,Yes,Yes,Debit Card,Bi-Weekly
